epoch,train_loss,val_loss,train_dice,val_dice
1,0.19643872123211623,0.05198635959199497,0.0016379345073524148,1.2888143875535085e-10
2,0.04716448597609997,0.04643707482942513,3.0124754066274126e-10,1.2888143875535085e-10
3,0.040871876887977124,0.04337447243077414,3.0833951725206534e-10,1.2888143875535085e-10
4,0.039124558307230474,0.03962533442037446,0.0005188682433438196,0.0002796936702954154
5,0.035921725910156965,0.03775874578527042,0.012830809317681584,0.01981490589524723
6,0.03165084147825837,0.03769368039710181,0.14158481377501092,0.09006190002445336
7,0.03230300722643733,0.03672945526029382,0.20614529946001325,0.18026337745998586
8,0.029535171519964935,0.03770633494215352,0.2008914611578791,0.15317053693745816
9,0.028793878797441722,0.036981330652322085,0.2863822687300623,0.17740848424312258
10,0.02767228864133358,0.037938021921685765,0.2767692781168716,0.14791262309466088
11,0.027578521743416785,0.03640220394091947,0.24716799527067346,0.22267351831708634
12,0.028579584062099456,0.03826330229640007,0.3128462174544051,0.15790209293897664
13,0.027496956326067447,0.03560326195188931,0.3177447401173413,0.2216301081436021
14,0.026975581012666224,0.03625771988715444,0.33768136049620806,0.2931098746401923
15,0.025164537131786346,0.037309229906116216,0.2783285877456436,0.3631243748324258
16,0.026692228764295577,0.03869519329496792,0.32842957459390165,0.14694431106626382
17,0.025167697882279752,0.03623641814504351,0.3073708619117086,0.2587656591619764
18,0.025335188750177623,0.038075556978583336,0.3594681337475777,0.17831327140863454
