epoch,train_loss,val_loss,train_dice,val_dice
1,0.10898949845861165,0.04006537217646837,0.0003254109746391797,1.5544126749644782e-10
2,0.03850622797528139,0.029108080733567476,0.006332599063284292,0.054175410978496076
3,0.030848028783041697,0.02271523801609874,0.23026784086743227,0.3872190400958061
4,0.026633930117942583,0.020894399005919696,0.4294856490626536,0.5274703294038773
5,0.02254193631382898,0.021777754090726374,0.49423172047887093,0.34504150226712227
6,0.021518348190837946,0.01922216098755598,0.5272375820921018,0.5037001460790634
7,0.020777739190424863,0.018641837406903505,0.56778789521792,0.5373491644859314
8,0.021117232262324065,0.019698016438633205,0.5560038758394046,0.4753425896167755
9,0.019819359904011853,0.017985242977738382,0.5790281326342852,0.5964638233184815
10,0.01923861650702281,0.01788766821846366,0.5830663592837831,0.593942666053772
11,0.01906708913306013,0.01789223765954375,0.5869342203323658,0.6123688161373139
12,0.018571539770047635,0.01722637712955475,0.5997989689692472,0.5907270550727844
13,0.018402533068393286,0.01799170859158039,0.6124041682252517,0.5725334048271179
14,0.017757705221764553,0.016968813259154558,0.6197555584785266,0.5938056141138077
15,0.01760566619057686,0.016916766902431844,0.632377667304797,0.5931721478700638
16,0.017669489989295985,0.01671535549685359,0.6101111037990986,0.6234824568033218
17,0.01683821984960769,0.019285874627530574,0.6337989568710327,0.5601790100336075
18,0.017348073207988188,0.01662810458801687,0.6111454765001932,0.6020790368318558
19,0.016681982771469615,0.016268090344965458,0.6318078774672288,0.6024257838726044
20,0.016615079286006782,0.017098575364798307,0.6427320089095678,0.5949927359819412
21,0.015884205466136336,0.016008834540843963,0.6406894453251973,0.619649475812912
22,0.01611196573298329,0.016282553132623435,0.6532175968854855,0.6334011614322662
23,0.01594750327655138,0.01832796656526625,0.6448132938299423,0.5843187928199768
24,0.015709559636142772,0.016056168545037507,0.6524067857326605,0.6217646509408951
25,0.016117801185315236,0.016476618684828283,0.643555944164594,0.5963327616453171
26,0.01540774324287971,0.017767805606126785,0.6486686047835227,0.5631736844778061
