epoch,train_loss,val_loss,train_dice,val_dice
1,0.10981915041040151,0.04559039697051048,8.595640156427552e-06,1.2577698049742735e-10
2,0.03541930807897678,0.02902964409440756,0.033089494461442714,0.16778391227126122
3,0.026474877165105097,0.024018002860248088,0.35148182684534757,0.413347989320755
4,0.022980829903808158,0.02364817652851343,0.4941992335594617,0.344071763753891
5,0.02124483534731926,0.022946749441325666,0.5082622590737466,0.4441007673740387
6,0.020476998546375677,0.022516033425927163,0.5197700284039363,0.4624837964773178
7,0.019101541286382157,0.021312615275382994,0.5747673026262186,0.5381549060344696
8,0.019148779841951836,0.023436608724296093,0.5588632177752562,0.37690804749727247
9,0.018694823589892343,0.024755406007170678,0.5861659248669943,0.38495924770832063
10,0.018407048024714757,0.02247419785708189,0.5731461674739153,0.41888897567987443
11,0.01764546149672988,0.020792867057025433,0.5938121026907212,0.5329620003700256
12,0.01783232768185628,0.02015651427209377,0.6035552771809773,0.5656307518482209
13,0.018049764530494426,0.02098027095198631,0.5843738756166437,0.6154215186834335
14,0.017107814335479185,0.019768794439733027,0.5967737367519965,0.6167241603136062
15,0.016842489721826635,0.021660619601607322,0.6155621516398895,0.5335854738950729
16,0.016518528812015668,0.019818640127778054,0.6229794529768137,0.5978627145290375
17,0.01640400969877075,0.020861522853374483,0.6134142347802527,0.5403488337993622
18,0.016214959311466187,0.02015152284875512,0.6203268792193669,0.6193755298852921
19,0.01589167775371327,0.020032922830432655,0.6382928987344106,0.5521144598722458
20,0.01587351004425914,0.02000513132661581,0.6429847188484974,0.595371600985527
21,0.0151632446437501,0.020695390552282332,0.6483893784192892,0.5610072255134583
22,0.015954081100435592,0.02025296278297901,0.6332746703626935,0.532969418168068
23,0.016076851749601655,0.022597751952707766,0.6163344526520143,0.5064778715372086
24,0.015505109334555574,0.020530037023127078,0.6617070283645239,0.565058633685112
